marca,modelo,año,kilometraje,version,transmision,precio (MXN),ubicacion
Mazda,CX-3,2017,76323,2.0 I GRAND TOURING 2WD AT,Automático,268999,Ciudad de México
Kia,Sportage,2016,59188,2.0 EX PACK AT,Automático,258999,Ciudad de México
Nissan,Versa,2020,45087,1.6 PLATINUM CVT,Automático,251999,Ciudad de México
Peugeot,2008,2021,65319,1.2 ALLURE PACK AUTO,Automático,250999,Ciudad de México
Kia,Seltos,2020,33786,1.4 GT LINE DCT,Automático,335999,Ciudad de México
Jeep,Renegade,2017,54000,1.8 SPORT,Automático,248999,Ciudad de México
Jeep,Cherokee,2014,89199,2.4 LIMITED,Automático,229999,Ciudad de México
Baic,X65,2019,78545,2.0 COMFORT AUTO,Automático,208999,Querétaro
Honda,Odyssey,2018,94716,3.5 TOURING AUTO,Automático,424999,Ciudad de México
Mini,Cooper,2017,46000,1.5 COOPER CHILI AT,Automático,270999,Ciudad de México
Suzuki,Ciaz,2019,74415,1.4 GLX AUTO,Automático,200999,Ciudad de México
Mini,Cooper,2018,26181,1.5 COOPER CHILI AUTO,Automático,297999,Ciudad de México
Renault,Duster,2020,39000,2.0 ZEN DEH,Manual,208999,Ciudad de México
Chevrolet,Onix,2021,41858,1.0 LT C,Manual,217999,Ciudad de México
Volkswagen,Gol,2019,92623,1.6 5 PTAS. TRENDLINE,Manual,177999,Ciudad de México
Buick,Encore,2019,62611,1.4 CXL L AUTO,Automático,276999,Ciudad de México
Chevrolet,Cavalier,2018,103000,1.5 LS A,Manual,172999,Ciudad de México
Toyota,Prius,2020,59000,1.8 HYBRID BASE AUTO,Automático,305999,Ciudad de México
Hyundai,Accent,2018,80000,1.6 GLS AUTO,Automático,202999,Ciudad de México
Renault,Stepway,2020,54140,1.6 INTENS CVT,Automático,212999,Querétaro
Lincoln,MKC,2017,68000,2.3 RESERVE AWD AT,Automático,322999,Ciudad de México
Hyundai,Elantra,2016,69646,1.8 GLS MT,Manual,173999,Ciudad de México
Renault,Duster,2017,47350,2.0 EXPRESSION AT,Automático,180999,Ciudad de México
Chevrolet,Beat,2020,59252,1.2 LTZ C,Manual,189999,Ciudad de México
Kia,Sportage,2016,86000,2.4 SXL AWD AT,Automático,267999,Ciudad de México
Chevrolet,Beat,2020,49300,1.2 ACTIV F,Manual,177999,Ciudad de México
Kia,Soul,2019,98000,2.0 EX PACK AUTO,Automático,244999,Ciudad de México
Renault,Duster,2022,34000,1.6 ICONIC,Manual,256999,Ciudad de México
Nissan,Versa,2021,78000,1.6 ADVANCE,Manual,220999,Ciudad de México
Buick,Encore,2015,92445,1.4 AUTO CXL L PREMIUM,Automático,199999,Ciudad de México
Chevrolet,Trax,2017,77436,1.8 B LT AT,Automático,211999,Ciudad de México
Chevrolet,Cavalier,2020,54725,1.5 LT B AUTO,Automático,221999,Ciudad de México
Kia,Sorento,2018,69000,2.4 LX AUTO,Automático,277999,Ciudad de México
Mercedes Benz,Clase GLB,2020,45675,2.0 GLB 250 PROGRESSIVE 4MATIC DCT 4WD,Automático,593999,Ciudad de México
Bmw,X3,2019,51000,2.0 XDRIVE30IA X LINE AUTO 4WD,Automático,535999,Ciudad de México
Fiat,Argo,2021,30000,1.3 DRIVE PLUS,Manual,202999,Ciudad de México
Mazda,Mazda 3,2019,53000,2.5 I SPORT HATCHBACK AUTO,Automático,293999,Ciudad de México
Volkswagen,T-Cross,2021,33417,1.6 COMFORTLINE AUTO,Automático,330999,Ciudad de México
Chevrolet,Aveo,2019,31678,1.5 LT D AUTO,Automático,187999,Ciudad de México
Nissan,X-Trail,2015,89450,2.5 SENSE 2 ROW CVT,Automático,212999,Puebla
Chevrolet,Aveo,2020,67000,1.5 LS A,Manual,174999,Ciudad de México
Kia,FORTE,2020,30460,2.0 GT LINE IVT,Automático,304999,Ciudad de México
Peugeot,208,2018,73878,1.6 ALLURE PACK AUTO FL,Automático,189999,Ciudad de México
Mazda,CX-3,2018,93000,2.0 I GRAND TOURING 2WD AT,Automático,257999,Ciudad de México
Kia,Sportage,2017,61106,2.4 SXL AWD AT,Automático,295999,Ciudad de México
Kia,Soul,2018,59184,2.0 EX AUTO,Automático,251999,Ciudad de México
Mazda,CX-3,2019,70452,2.0 I SPORT 2WD AT,Automático,278999,Guadalajara
Buick,Encore,2017,120200,1.4 AUTO CX N,Automático,201999,Ciudad de México
Mitsubishi,Mirage,2017,100000,1.2 GLS CVT,Automático,152999,Ciudad de México
Mazda,CX-5,2019,48798,2.5 S GRAND TOURING AUTO 2WD,Automático,348999,Ciudad de México
Nissan,Pathfinder,2015,88648,3.5 EXCLUSIVE AT,Automático,220999,Ciudad de México
Kia,FORTE,2021,37895,2.0 LX,Manual,262999,Ciudad de México
Kia,Sorento,2021,47807,2.5 SX AUTO,Automático,527999,Ciudad de México
Honda,City,2019,103841,1.5 EX CVT,Automático,217999,Monterrey
Volkswagen,Vento,2021,36000,1.6 COMFORTLINE PLUS,Manual,255999,Ciudad de México
Gmc,Acadia,2017,34000,3.6 E DENALI AT AWD,Automático,387999,Ciudad de México
Toyota,Highlander,2016,48045,3.5 LIMITED PANORAMA ROOF AT,Automático,395999,Ciudad de México
Mini,Clubman,2016,61000,2.0 COOPER S CLUBMAN HOT CHILI AT,Automático,277999,Guadalajara
Nissan,Versa,2021,39000,1.6 ADVANCE CVT,Automático,258999,Ciudad de México
Kia,FORTE,2018,83141,2.0 SX AUTO,Automático,217999,Ciudad de México
Nissan,Pathfinder,2013,109048,3.5 EXCLUSIVE 4WD AT,Automático,202999,Ciudad de México
Kia,FORTE,2018,91000,2.0 L,Manual,181999,Ciudad de México
Toyota,Corolla,2016,101580,1.8 LE CVT,Automático,206999,Puebla
Jac,SEI7,2020,60210,2.0T LIMITED DCT,Automático,270999,Guadalajara
Chevrolet,Beat,2021,32859,1.2 LT B,Manual,187999,Ciudad de México
Mg,MG5,2021,54231,1.5 EXCITE CVT,Automático,215999,Ciudad de México
Chevrolet,Spark Classic,2017,99504,1.2 LS A MT,Manual,128999,Querétaro
Chevrolet,Equinox,2016,126004,2.4 LT E AUTO,Automático,180999,Ciudad de México
Toyota,Prius,2020,65000,1.8 HYBRID PREMIUM AUTO,Automático,335999,Ciudad de México
Hyundai,Grand i10,2022,21000,1.2 GL MID,Manual,216999,Ciudad de México
Nissan,X-Trail,2017,70000,2.5 SENSE 3 ROW CVT,Automático,243999,Ciudad de México
Kia,Sorento,2017,101893,3.3 SXL AWD AT,Automático,281999,Monterrey
Ford,EcoSport,2019,31884,2.0 TITANIUM AUTO,Automático,260999,Guadalajara
Audi,A1,2020,48895,1.0 SB 30 TFSI COOL DCT,Automático,347999,Ciudad de México
Volkswagen,Beetle,2016,43600,2.5 SPORTLINE TIPTRONIC,Automático,241999,Ciudad de México
Hyundai,ix35,2015,94662,2.0 GLS PREMIUM AT,Automático,209999,Guadalajara
Mini,Clubman,2019,56651,2.0 COOPER S CLUBMAN HOT CHILI AUTO,Automático,327999,Ciudad de México
Mini,John Cooper Works,2018,71785,2.0 JOHN COOPER WORKS HOT CHILI AT,Automático,376999,Ciudad de México
Renault,Duster,2019,54686,2.0 INTENS DEH AUTO,Automático,200999,Ciudad de México
Chevrolet,Beat,2018,108000,1.2 LT B MT,Manual,147999,Ciudad de México
Chevrolet,Aveo,2022,28513,1.5 LT C,Manual,214999,Cuernavaca
Nissan,X-Trail,2015,103825,2.5 EXCLUSIVE 2 ROW CVT,Automático,238999,Ciudad de México
Chevrolet,Aveo,2020,22452,1.5 LTZ E,Manual,209999,Ciudad de México
Mazda,CX-5,2016,88499,2.0 I GRAND TOURING 2WD AT,Automático,260999,Ciudad de México
Kia,Sorento,2019,61000,2.4 LX AUTO,Automático,288999,Puebla
Kia,Sorento,2019,89771,2.4 EX AUTO,Automático,297999,Ciudad de México
Acura,MDX,2017,71262,3.5 AWD AT,Automático,343999,Ciudad de México
Peugeot,3008,2016,68218,1.6 FELINE TIPTRONIC,Automático,185999,Guadalajara
Volkswagen,Teramont,2019,58166,3.6 COMFORTLINE PLUS AUTO,Automático,421999,Guadalajara
Mg,MG5,2024,13663,1.5 EXCITE CVT,Automático,242999,Ciudad de México
Renault,Duster,2018,74061,2.0 ZEN AUTO,Automático,188999,Ciudad de México
Chevrolet,Onix,2021,52019,1.0 LT D AUTO,Automático,207999,Ciudad de México
Kia,Soul,2018,79014,1.6 LX,Manual,188999,Ciudad de México
Mazda,CX-5,2014,65233,2.5 S GRAND TOURING AWD AT,Automático,233999,Ciudad de México
Mazda,Mazda 3,2016,98887,2.5 HATCHBACK S GRAND TOURING TA,Automático,211999,Guadalajara
Honda,HR-V,2018,41000,1.8 EPIC CVT,Automático,286999,Ciudad de México
Renault,Stepway,2018,57273,1.6 INTENS MT,Manual,173999,Querétaro
Honda,Odyssey,2019,92257,3.5 TOURING AUTO,Automático,452999,Ciudad de México
Mini,Cooper S,2017,60000,2.0 COOPER S HOT CHILI AT,Automático,279999,Monterrey
Chevrolet,Trax,2016,115240,1.8 B LT AT,Automático,183999,Querétaro
Toyota,Prius C,2021,35210,1.5 HEV AUTO,Automático,295999,Ciudad de México
Chevrolet,Cruze,2016,86437,1.4 LS B TURBO AT,Automático,159999,Ciudad de México
Kia,Sportage,2016,58434,2.0 EX AT,Automático,230999,Monterrey
Volkswagen,Gol,2018,58000,1.6 5 PTAS. TRENDLINE,Manual,166999,Ciudad de México
Chevrolet,Cruze,2018,95009,1.4 PREMIER D TURBO AUTO,Automático,227999,Querétaro
Kia,Rio,2020,43767,1.6 EX AUTO,Automático,254999,Ciudad de México
Mazda,Mazda 3,2017,72253,2.5 SEDAN I TOURING TA,Automático,223999,Ciudad de México
Kia,FORTE,2018,102755,2.0 LX,Manual,186999,Querétaro
Volkswagen,Tiguan,2019,28666,1.4 COMFORTLINE 3 FILA DCT,Automático,375999,Ciudad de México
Mazda,CX-9,2019,74186,2.5 SIGNATURE 4WD AUTO,Automático,395999,Ciudad de México
Hyundai,ix35,2015,98253,2.0 GLS PREMIUM AT,Automático,208999,Guadalajara
Mazda,CX-9,2016,76000,2.5 TURBO I GRAND TOURING 4WD AT,Automático,321999,Ciudad de México
Acura,RDX,2019,100292,2.0 TECH AUTO 4WD,Automático,409999,Guadalajara
Volkswagen,Teramont,2019,60879,3.6 HIGHLINE AUTO,Automático,502999,Ciudad de México
Bmw,X5,2015,103000,4.4 XDRIVE50IA EXCELLENCE AT 4WD,Automático,375999,Ciudad de México
Mazda,CX-3,2018,97577,2.0 I GRAND TOURING 2WD AT,Automático,266999,Querétaro
Chevrolet,Spark,2018,96710,1.4 LT F AUTO,Automático,167999,Ciudad de México
Renault,Duster,2016,110000,2.0 EXPRESSION AT,Automático,155999,Monterrey
Chevrolet,Aveo,2020,49176,1.5 LT C,Manual,180999,Ciudad de México
Suzuki,Swift,2019,34400,1.0 BOOSTERJET AUTO,Automático,243999,Ciudad de México
Mazda,Mazda 2,2020,38500,1.5 I TOURING SEDAN AUTO,Automático,251999,Ciudad de México
Mazda,CX-5,2016,91018,2.5 S GRAND TOURING 2WD AT,Automático,242999,Ciudad de México
Volkswagen,Virtus,2022,42546,1.6,Manual,275999,Ciudad de México
Ford,EcoSport,2020,62854,2.0 TITANIUM AUTO,Automático,263999,Guadalajara
Mazda,Mazda 3,2020,29000,2.5 I GRAND TOURING AUTO,Automático,324999,Ciudad de México
Peugeot,2008,2019,63774,1.2 ALLURE PACK AUTO,Automático,225999,Ciudad de México
Nissan,Sentra,2017,62543,1.8 EXCLUSIVE NAVI CVT,Automático,204999,Ciudad de México
Mg,RX8,2022,37000,2.0 ELEGANCE AUTO 4WD,Automático,407999,Guadalajara
Ford,Edge,2014,114000,3.5 BASE SE V6 AT,Automático,193999,Ciudad de México
Nissan,Maxima,2015,91094,3.5 SR CVT,Automático,198999,Ciudad de México
Volkswagen,Teramont,2019,52591,2.0 TRENDLINE AUTO,Automático,443999,Ciudad de México
Bmw,X5,2013,114654,3.0 XDRIVE35I A EDITION SPORT,Automático,236999,Ciudad de México
Mazda,MX-5,2021,47000,2.0 I SPORT MT,Manual,325999,Guadalajara
Volkswagen,T-Cross,2020,55137,1.6 HIGHLINE EDICION LIMITADA AUTO,Automático,333999,Monterrey
Dodge,Vision,2017,110658,1.6 DUALOGIC,Automático,133999,Ciudad de México
Hyundai,Grand i10,2018,82417,1.2 GLS,Manual,175999,Ciudad de México
Jeep,Renegade,2020,48888,1.8 LATITUDE AUTO,Automático,313999,Ciudad de México
Volkswagen,Tiguan,2020,34882,1.4 COMFORTLINE 3 FILA DCT,Automático,386999,Ciudad de México
Kia,Optima,2016,83535,2.4 GDI EX AT,Automático,197999,Ciudad de México
Chevrolet,Sonic,2016,94494,1.6 AT F LTZ,Automático,147999,Ciudad de México
Mg,Zs,2021,42600,1.5 STYLE AUTO,Automático,243999,Ciudad de México
Ford,Figo,2017,60000,1.5 FIGO ENERGY MT,Manual,147999,Ciudad de México
Hyundai,Creta Grand,2022,19120,2.0 LIMITED AUTO,Automático,407999,Ciudad de México
Ford,Figo,2019,67000,1.5 TITANIUM AUTO,Automático,178999,Ciudad de México
Chevrolet,Trax,2018,82488,1.8 A LS,Manual,198999,Ciudad de México
Volkswagen,Polo,2020,45012,1.6 COMFORTLINE PLUS AUTO,Automático,240999,Cuernavaca
Kia,Sorento,2018,55413,3.3 EX AUTO,Automático,334999,Querétaro
Jeep,Compass,2019,92074,2.4 LIMITED AUTO,Automático,338999,Ciudad de México
Mazda,CX-5,2019,93000,2.0 I AUTO 2WD,Automático,290999,Querétaro
Renault,Captur,2018,49253,2.0 ICONIC AUTO,Automático,213999,Guadalajara
Mazda,CX-5,2018,71253,2.0 I GRAND TOURING 2WD AT,Automático,315999,Ciudad de México
Volkswagen,Beetle,2016,67852,2.5 SPORTLINE TIPTRONIC,Automático,224999,Ciudad de México
Volkswagen,Beetle,2016,70500,2.5 SPORT MT,Manual,232999,Puebla
Toyota,C-HR,2020,21000,2.0 AUTO,Automático,372999,Ciudad de México
Mazda,CX-30,2020,29000,2.5 I SPORT AUTO,Automático,335999,Monterrey
Audi,A3,2017,70000,1.4 DYNAMIC S TRONIC,Automático,274999,Ciudad de México
Smart,Forfour,2016,60841,1.0 PASSION,Manual,174999,Ciudad de México
Mg,MG5,2021,27586,1.5 EXCITE,Manual,201999,Ciudad de México
Dodge,Journey,2016,76345,3.6 RT,Automático,239999,Ciudad de México
Hyundai,Creta,2018,70467,1.6 LIMITED AUTO,Automático,257999,Guadalajara
Kia,FORTE,2017,73542,2.0 LX MT,Manual,184999,Ciudad de México
Volkswagen,Tiguan,2018,61891,2.0 HIGHLINE DCT,Automático,374999,Guadalajara
Toyota,Sienna,2015,128700,3.5 LE AT,Automático,267999,Ciudad de México
Volkswagen,Tiguan,2016,102000,1.4 DSG PAQUETE SPORT  AND STYLE,Automático,234999,Puebla
Nissan,Sentra,2023,20000,2.0 SR PLATINUM CVT,Automático,383999,Ciudad de México
Acura,TLX,2016,85798,3.5 ADVANCE AT,Automático,231999,Ciudad de México
Volvo,XC90,2018,101578,2.0 INSCRIPTION T6 AWD AUTO,Automático,451999,Ciudad de México
Dodge,Attitude,2019,84649,1.2 SE AT,Automático,161999,Ciudad de México
Renault,Duster,2017,76000,2.0 DYNAMIQUE MEDIA NAV MT,Manual,183999,Ciudad de México
Hyundai,Creta,2023,14000,1.4 LIMITED TURBO DCT,Automático,414999,Ciudad de México
Volkswagen,Polo,2019,67079,1.6 DESIGN  AND SOUND,Manual,206999,Guadalajara
Honda,HR-V,2016,95000,1.8 EPIC CVT,Automático,229999,Ciudad de México
Smart,Fortwo,2018,85442,1.0 PASSION,Manual,182999,Guadalajara
Audi,A3,2019,58447,1.4 35 SELECT DCT,Automático,317999,Ciudad de México
Bmw,X1,2021,57500,1.5 SDRIVE18I DCT,Automático,402999,Monterrey
Volkswagen,CrossFox,2016,83379,1.6 CROSSFOX MT,Manual,187999,Ciudad de México
Renault,Kwid,2024,15000,1.0 BITONO,Manual,212999,Ciudad de México
Chevrolet,Spark Classic,2017,72050,1.2 LT B MT,Manual,138999,Ciudad de México
Kia,Rio,2021,43700,1.6 EX PACK AUTO,Automático,277999,Guadalajara
Chevrolet,Trax,2018,73000,1.8 A LS,Manual,205999,Ciudad de México
Hyundai,Accent,2018,51500,1.6 GL AUTO,Automático,201999,Ciudad de México
Mazda,CX-9,2016,88600,2.5 TURBO I GRAND TOURING 4WD AT,Automático,316999,Ciudad de México
Infiniti,QX60,2018,93616,3.5 PERFECTION PLUS AWD AUTO,Automático,312999,Guadalajara
Mg,MG5,2023,13294,1.5 EXCITE,Manual,224999,Ciudad de México
Kia,FORTE,2016,122500,2.0 LX MT,Manual,169999,Querétaro
Kia,Sportage,2018,51065,2.4 SXL 4WD AUTO,Automático,311999,Ciudad de México
Chevrolet,Sonic,2017,69674,1.6 AT E LT,Automático,162999,Guadalajara
Nissan,X-Trail,2019,71000,2.5 EXCLUSIVE 2 ROW AUTO,Automático,318999,Ciudad de México
Hyundai,Accent,2021,55022,1.6 GLS AUTO,Automático,235999,Ciudad de México
Kia,Rio,2019,93299,1.6 EX PACK AUTO,Automático,217999,Monterrey
Nissan,Sentra,2022,52655,2.0 ADVANCE CVT,Automático,274999,Guadalajara
Lincoln,MKC,2019,91746,2.3 RESERVE AUTO 4WD,Automático,304999,Ciudad de México
Mazda,MX-5,2019,65000,2.0 I SPORT MT,Manual,323999,Ciudad de México
Nissan,Sentra,2016,83635,1.8 SENSE CVT,Automático,160999,Ciudad de México
Kia,Rio,2019,71267,1.6 L AUTO,Automático,193999,Ciudad de México
Chevrolet,Traverse,2020,62218,3.6 LT C AUTO 8P,Automático,479999,Ciudad de México
Kia,Rio,2022,44501,1.6 L,Manual,220999,Ciudad de México
Kia,Rio,2017,83728,1.6 LX MT,Manual,179999,Ciudad de México
Mazda,CX-5,2021,35000,2.5 I SPORT AUTO,Automático,373999,Ciudad de México
Kia,FORTE,2021,59191,2.0 L IVT,Automático,221999,Ciudad de México
Hyundai,Accent,2020,22180,1.6 GL,Manual,217999,Ciudad de México
Jac,J7,2022,36456,1.5 LIMITED CVT,Automático,270999,Ciudad de México
Buick,Envision,2016,101387,2.0 CXL N 4WD AUTO,Automático,204999,Guadalajara
Chevrolet,Suburban,2015,71411,5.3 D LTZ AT 4WD,Automático,525999,Ciudad de México
Chevrolet,Trax,2015,98737,1.8 B LT AT,Automático,170999,Ciudad de México
Renault,Captur,2019,93864,2.0 INTENS DEH,Manual,155999,Ciudad de México
Seat,Ibiza,2016,97386,1.6 REFERENCE MT,Manual,185999,Ciudad de México
Chevrolet,Sonic,2017,106380,1.6 MT D LT,Manual,151999,Ciudad de México
Kia,Rio,2019,69000,1.6 LX,Manual,195999,Cuernavaca
Mazda,CX-5,2016,68500,2.0 I GRAND TOURING 2WD AT,Automático,271999,Ciudad de México
Mazda,CX-5,2018,48593,2.5 S GRAND TOURING 2WD AT,Automático,342999,Ciudad de México
Toyota,Hilux,2018,27921,2.7 DOBLE CABINA SR DCAB MID,Manual,393999,Ciudad de México
Audi,Q5,2016,78851,2.0 TFSI ELITE TIPTRONIC QUATTRO,Automático,319999,Ciudad de México
Mazda,Mazda 6,2020,60400,2.5 I GRAND TOURING AUTO,Automático,292999,Monterrey
Chevrolet,Equinox,2016,130480,2.4 LTZ F AUTO,Automático,202999,Guadalajara
Dodge,Journey,2015,95361,3.6 RT,Automático,213999,Guadalajara
Kia,Rio,2022,36870,1.6 EX AUTO,Automático,286999,Querétaro
Honda,City,2017,70448,1.5 EX,Automático,207999,Ciudad de México
Toyota,Prius,2017,70000,1.8 HYBRID PREMIUM SR,Automático,276999,Ciudad de México
Mazda,CX-5,2015,109873,2.5 S GRAND TOURING 2WD AT,Automático,219999,Ciudad de México
Ford,Escape,2018,67000,2.0 TITANIUM ECOBOOST AUTO,Automático,292999,Puebla
Mazda,Mazda 3,2019,46000,2.5 I SPORT SEDAN AUTO,Automático,287999,Ciudad de México
Renault,Kwid,2020,91000,1.0 ICONIC,Manual,160999,Ciudad de México
Chevrolet,Trax,2015,97543,1.8 A LS MT,Manual,164999,Ciudad de México
Ford,EcoSport,2014,72030,2.0 TREND 4X2 AT,Automático,182999,Puebla
Kia,FORTE,2016,92220,2.0 LX AT,Automático,176999,Puebla
Volkswagen,Vento,2019,59124,1.6 STARTLINE AUTO,Automático,185999,Monterrey
Kia,Rio,2022,36000,1.6 LX AUTO,Automático,244999,Ciudad de México
Kia,FORTE,2017,81233,2.0 SX AT,Automático,216999,Ciudad de México
Chevrolet,Cavalier,2021,55600,1.5 LT B AUTO,Automático,239999,Puebla
Seat,Ibiza,2021,53096,1.6 XCELLENCE,Manual,250999,Guadalajara
Mazda,Mazda 3,2017,81294,2.5 HATCHBACK S TA,Automático,232999,Ciudad de México
Kia,Rio,2017,121295,1.6 EX MT,Manual,173999,Querétaro
Mazda,Mazda 2,2018,59069,1.5 I GRAND TOURING TA,Automático,216999,Ciudad de México
Volkswagen,Jetta,2020,60000,1.4 TRENDLINE,Manual,280999,Ciudad de México
Audi,A1,2020,50000,1.5 SB 35 TFSI EGO DCT,Automático,386999,Ciudad de México
Mini,Countryman,2017,66595,1.6 COOPER S CHILI LCI AT,Automático,266999,Ciudad de México
Mercedes Benz,Clase M,2013,124000,4.7 ML 500 CGI BITURBO 4WD AT,Automático,298999,Ciudad de México
Mazda,CX-3,2019,21000,2.0 I SPORT 2WD AT,Automático,300999,Ciudad de México
Nissan,Versa,2019,78448,1.6 ADVANCE AUTO,Automático,209999,Monterrey
Hyundai,Tucson,2017,75000,2.0 GLS AT,Automático,250999,Ciudad de México
Peugeot,3008,2021,35726,1.6 THP ACTIVE AUTO,Automático,285999,Guadalajara
Jeep,Grand Cherokee,2018,82000,3.6 LIMITED AUTO,Automático,400999,Ciudad de México
Jac,J7,2021,32557,1.5 QUANTUM CVT,Automático,236999,Ciudad de México
Bmw,X4,2016,121212,3.0 XDRIVE35IA M SPORT AT 4WD,Automático,372999,Ciudad de México
Dodge,Attitude,2019,99000,1.2 SE MT,Manual,149999,Ciudad de México
Chevrolet,Equinox,2016,125225,2.4 LS D AUTO,Automático,187999,Querétaro
Nissan,March,2017,57400,1.6 ADVANCE AT,Automático,173999,Guadalajara
Nissan,Versa,2018,95666,1.6 DRIVE,Manual,157999,Querétaro
Kia,Sportage,2016,68574,2.0 EX PACK AT,Automático,255999,Monterrey
Suzuki,Swift,2021,36467,1.0 BOOSTERJET,Manual,235999,Monterrey
Jeep,Renegade,2017,61000,1.8 SPORT,Automático,244999,Ciudad de México
Mini,Cooper,2020,36000,1.5 COOPER CHILI DCT,Automático,357999,Ciudad de México
Kia,FORTE,2022,71511,2.0 L,Manual,250999,Ciudad de México
Nissan,Sentra,2017,114470,1.8 SENSE CVT,Automático,182999,Puebla
Mercedes Benz,Clase GLC,2019,38280,2.0 GLC 300 SPORT AUTO 4WD,Automático,504999,Ciudad de México
Porsche,Cayenne,2013,108216,3.6 V6,Manual,438999,Ciudad de México
Renault,Kwid,2020,39459,1.0 ICONIC,Manual,163999,Guadalajara
Dodge,Journey,2017,53021,2.4 SE 7 PASAJEROS,Automático,235999,Ciudad de México
Jeep,Cherokee,2015,59340,2.4 LATITUDE,Automático,213999,Guadalajara
Kia,Optima,2016,96000,2.0 TURBO GDI SXL AT,Automático,224999,Guadalajara
Mazda,Mazda 6,2015,69000,2.5 I GRAND TOURING PLUS TA,Automático,216999,Ciudad de México
Honda,Fit,2016,95532,1.5 FUN MT,Manual,186999,Ciudad de México
Volvo,XC60,2018,65000,2.0 RDESIGN T6 AWD AUTO,Automático,421999,Guadalajara
Bmw,Serie 1,2016,69000,1.6 120IA URBAN LINE,Automático,219999,Guadalajara
Chevrolet,Sonic,2016,86646,1.6 MT D LT,Manual,134999,Ciudad de México
Chevrolet,Spark,2019,102029,1.4 LT CVT F,Automático,164999,Ciudad de México
Suzuki,Vitara,2020,50863,1.6 GLS AUTO,Automático,272999,Ciudad de México
Peugeot,2008,2021,50763,1.2 GT AUTO,Automático,340999,Guadalajara
Suzuki,Vitara,2020,55267,1.6 GLX CRISTAL AUTO,Automático,299999,Guadalajara
Kia,Rio,2023,17077,1.6 LX,Manual,278999,Ciudad de México
Kia,Sorento,2017,83683,2.4 LX AT,Automático,247999,Ciudad de México
Seat,Ibiza,2020,67832,1.6 STYLE URBAN PLUS AUTO,Automático,236999,Guadalajara
Ford,EcoSport,2019,42000,1.5 TREND,Manual,252999,Puebla
Seat,Ibiza,2021,37812,1.6 REFERENCE,Manual,239999,Ciudad de México
Peugeot,3008,2021,25000,1.6 THP ALLURE PACK AUTO,Automático,375999,Ciudad de México
Volkswagen,Tiguan,2017,54544,1.4 DSG PAQUETE SPORT  AND STYLE,Automático,268999,Guadalajara
Kia,FORTE,2019,112337,2.0 EX AUTO,Automático,201999,Ciudad de México
Nissan,Sentra,2018,45825,1.8 SENSE AUTO,Automático,209999,Ciudad de México
Renault,Stepway,2018,93259,1.6 ZEN MT,Manual,158999,Ciudad de México
Renault,Duster,2019,52152,2.0 INTENS AUTO,Automático,187999,Ciudad de México
Kia,Seltos,2021,64483,1.6 EX AUTO,Automático,293999,Ciudad de México
